id,type,intensity,category,isPremium,estimatedTime,requires,safetyNotes,content_en,content_es,translationStatus,notes
lvl2-qk-008,dare,2,intimate,true,30 sec,,,"Undo exactly one button, clasp, or zipper on me—your pick—then stop, no matter how I look at you.","Desabrocha exactamente un botón, broche o cierre en mí —tú eliges— luego para, sin importar cómo te mire.",translated,
lvl2-qk-009,challenge,2,playful,true,30 sec,perfume,,Scent Hunt: Close your eyes. Find where I dabbed my perfume using only your nose. No hands.,Caza de aromas: Cierra los ojos. Encuentra dónde me puse el perfume usando solo tu nariz. Sin manos.,translated,
lvl2-qk-010,truth,2,communication,true,N/A,,,What's the hottest non-sexual thing someone can do without realizing it? Demonstrate it.,¿Cuál es la cosa más ardiente pero no sexual que alguien puede hacer sin darse cuenta? Demuéstrala.,translated,
lvl3-t-003,truth,3,intimate,true,N/A,,,"If you could only use one body part to pleasure me for the next 30 seconds, which would you choose and why?","Si solo pudieras usar una parte del cuerpo para darme placer durante los próximos 30 segundos, ¿cuál elegirías y por qué?",translated,
lvl3-t-005,truth,3,intimate,true,N/A,,,Describe the sounds I make that turn you on the most.,Describe los sonidos que hago que más te excitan.,translated,
lvl3-t-007,truth,3,intimate,true,N/A,,,"In a hotel room with thin walls, what kind of quiet touch would build the most tension?","En una habitación de hotel con paredes delgadas, ¿qué tipo de roce silencioso generaría más tensión?",translated,
lvl3-t-009,truth,3,intimate,true,N/A,,,"Describe exactly how you like to be undressed, step by step.","Describe exactamente cómo te gusta que te desnuden, paso a paso.",translated,
lvl3-t-012,truth,3,intimate,true,N/A,,,"If we had to have quick sex right now, where and how would you want it?","Si tuviéramos que tener sexo rápido ahora mismo, ¿dónde y cómo lo querrías?",translated,
lvl3-t-014,truth,3,intimate,true,N/A,,,"Describe exactly what you want my mouth to do—where it starts, where it lingers, what it skips. Talking only.","Describe exactamente qué quieres que haga mi boca: dónde empieza, dónde se demora, qué se salta. Solo hablando.",translated,
lvl3-d-001,dare,3,intimate,true,30 sec,music,,"Give me a slow, sensual strip tease to music. Make me want you.",Hazme un striptease lento y sensual con música. Hazme desearte.,translated,
lvl3-d-003,dare,3,physical,true,1 min,ice,,"Take an ice cube and trace it down my chest, around my nipples, and down my stomach.","Toma un cubo de hielo y recórrelo por mi pecho, alrededor de mis pezones y bajando por mi vientre.",translated,
lvl3-d-004,dare,3,physical,true,30 sec,,,"Kiss me from my neck down to my navel, taking your time at every spot.","Bésame desde el cuello hasta el ombligo, tomándote tu tiempo en cada punto.",translated,
lvl3-d-005,dare,3,intimate,true,1 min,,,"Whisper the dirtiest thing you've thought about doing to me, in full detail. Right in my ear.","Susúrrame la cosa más sucia que hayas pensado en hacerme, con todo detalle. Justo en mi oído.",translated,
lvl3-d-006,dare,3,physical,true,1 min,feather,,"Use a feather or soft fabric on me for 1 minute—always almost, never quite, where I want it. Make me ask nicely.","Usa una pluma o una tela suave sobre mí durante 1 minuto: siempre casi, nunca del todo, donde lo quiero. Hazme pedirlo con amabilidad.",translated,
lvl3-d-007,dare,3,physical,true,30 sec,,,Bite my neck and shoulder while grinding against me. Leave a mark.,Muerde mi cuello y mi hombro mientras te frotas contra mí. Deja una marca.,translated,
lvl3-d-008,dare,3,intimate,true,1 min,,,Give me a lap dance for 1 minute. Use me. Make me hard/wet.,Hazme un baile erótico durante 1 minuto. Úsame. Hazme perder la cabeza.,translated,
lvl3-d-011,dare,3,physical,true,1 min,,,Kiss every inch of my body except my lips and intimate areas. Make me desperate for more.,Besa cada centímetro de mi cuerpo excepto mis labios y mis zonas íntimas. Hazme desesperar por más.,translated,
lvl3-d-012,dare,3,intimate,true,30 sec,honey,,Drizzle honey or chocolate on my chest and lick it off slowly.,Rocía miel o chocolate en mi pecho y lámelo despacio.,translated,
lvl3-d-013,dare,3,intimate,true,1 min,,,Put my hand exactly where you want to be touched and guide me to show me how you like it.,Pon mi mano exactamente donde quieres que te toque y guíame para mostrarme cómo te gusta.,translated,
lvl3-d-014,dare,3,physical,true,30 sec,,,"Spank me 5 times, alternating cheeks. Make me count each one.","Dame 5 nalgadas, alternando las nalgas. Hazme contar cada una.",translated,
lvl3-c-002,challenge,3,physical,true,1 min,ice,,Temperature Play: Alternate between ice cubes and warm breath/mouth on sensitive areas. Notice my reactions.,Juego de temperatura: Alterna entre cubos de hielo y aliento/boca cálidos en zonas sensibles. Nota mis reacciones.,translated,
lvl3-c-005,challenge,3,intimate,true,1 min,,,No Hands: Pleasure me for 1 minute using only your mouth. No hands allowed.,Sin manos: Dame placer durante 1 minuto usando solo tu boca. Sin manos.,translated,
lvl3-c-008,challenge,3,physical,true,1 min,blindfold;feather,Power play is by mutual agreement—either of you can pause or stop the scene at any time.,"Sensory Overload: Blindfold me. Use different textures (feather, fabric, ice, warm breath) all over my body. I guess what each is.","Sobrecarga sensorial: Véndame. Usa distintas texturas (pluma, tela, hielo, aliento cálido) por todo mi cuerpo. Yo adivino qué es cada una.",translated,
lvl3-c-010,challenge,3,intimate,true,1 min,,,"Copy Cat: You do something to me, I copy it exactly on you. Keep going, escalating each round.","Imitación: Me haces algo, yo te lo copio exactamente a ti. Sigan, subiendo el nivel cada ronda.",translated,
lvl3-c-011,challenge,3,intimate,true,1 min,,,"Hold Still: For 1 minute, I trace one line down your arm, give one shoulder kiss, and whisper one instruction. You stay still or say pause.","Quédate quieto: Durante 1 minuto, trazo una línea por tu brazo, doy un beso en el hombro y susurro una instrucción. Te quedas quieto o dices pausa.",translated,
lvl3-c-012,challenge,3,physical,true,1 min,,,Body Map: I touch 5 spots on your body in a specific order. You must touch them back on me in reverse order. Miss one? Remove an item.,Mapa del cuerpo: Toco 5 puntos de tu cuerpo en un orden específico. Debes tocármelos a mí en orden inverso. ¿Fallas uno? Quítate una prenda.,translated,
lvl3-c-013,challenge,3,intimate,true,1 min,,,"No Talking: For the next 1 minute, no words. Only touch, sounds, and eye contact. Communicate everything with your body.","Sin hablar: Durante el próximo minuto, sin palabras. Solo tacto, sonidos y contacto visual. Comunícalo todo con tu cuerpo.",translated,
lvl3-c-015,challenge,3,intimate,true,1 min,,,Kiss Marathon: 1 minute. Kiss every part of my body you can reach. I count the spots. Try to beat your record.,Maratón de besos: 1 minuto. Besa cada parte de mi cuerpo que puedas alcanzar. Yo cuento los lugares. Intenta superar tu récord.,translated,
lvl3-fn-004,fantasy,3,intimate,true,N/A,,,Describe a scenario where you catch me touching myself and decide to join in or watch.,Describe un escenario donde me sorprendes tocándome y decides unirte o mirar.,translated,
lvl3-rp-004,roleplay,3,intimate,true,1 min,,,Vampire and Victim: You want me. Bite my neck. Take what you need. Make me yours.,Vampiro y víctima: Me deseas. Muerde mi cuello. Toma lo que necesitas. Hazme tuyo.,translated,
lvl3-rp-005,roleplay,3,intimate,true,1 min,,,First Date: Act like we just met and can barely keep our hands to ourselves. The tension is electric.,Primera cita: Actúa como si nos acabáramos de conocer y apenas pudiéramos contener las manos. La tensión es eléctrica.,translated,
lvl3-rp-006,roleplay,3,intimate,true,1 min,oil,,"Masseuse: Give me a professional massage that gets increasingly unprofessional. Start with my shoulders, end wherever you want.","Masajista: Dame un masaje profesional que se vuelva cada vez menos profesional. Empieza por mis hombros, termina donde quieras.",translated,
lvl3-rp-007,roleplay,3,intimate,true,1 min,,,Photographer and Nude Model: Direct me. Tell me exactly what position you want me in. Make me feel beautiful and desired.,Fotógrafo y modelo desnudo: Dirígeme. Dime exactamente en qué posición me quieres. Hazme sentir hermoso y deseado.,translated,
lvl3-t-001,truth,3,intimate,true,N/A,,,Describe a fantasy location where you'd want us completely alone and completely shameless. Why there?,Describe un lugar de fantasía donde nos querrías completamente solos y sin ninguna vergüenza. ¿Por qué ahí?,translated,
lvl3-t-002,truth,3,communication,true,N/A,,,What's a sexual boundary you want clearly understood?,¿Cuál es un límite sexual que quieres dejar claramente entendido?,translated,
lvl3-t-004,truth,3,intimate,true,N/A,,,What's something from a movie or book that sounds worth trying?,¿Qué cosa de una película o un libro te parece que vale la pena probar?,translated,
lvl3-t-006,truth,3,intimate,true,N/A,,,"What position feels best to you, and what makes it so good?","¿Qué posición se siente mejor para ti, y qué la hace tan buena?",translated,
lvl3-t-008,truth,3,intimate,true,N/A,,,What's the most adventurous place you've ever had sex or wanted to?,¿Cuál es el lugar más aventurero donde has tenido sexo o has querido tenerlo?,translated,
lvl3-t-010,truth,3,communication,true,N/A,,,What's a sexual skill you wish you were better at? I can help you practice.,¿Qué habilidad sexual desearías dominar mejor? Puedo ayudarte a practicar.,translated,
lvl3-t-011,truth,3,intimate,true,N/A,,,What's the dirtiest text message you've ever wanted to send me but didn't?,¿Cuál es el mensaje más sucio que siempre quisiste enviarme pero no lo hiciste?,translated,
lvl3-t-013,truth,3,intimate,true,N/A,,,What's something you've always been curious about sexually but never tried?,¿Qué es algo que siempre te ha dado curiosidad sexualmente pero nunca probaste?,translated,
lvl3-t-015,truth,3,physical,true,N/A,,,What's a 'secret' spot on your body that drives you wild when touched?,¿Cuál es un lugar «secreto» de tu cuerpo que te vuelve loco al tocarlo?,translated,
lvl3-d-002,dare,3,intimate,true,1 min,blindfold,Power play is by mutual agreement—either of you can pause or stop the scene at any time.,"Blindfold me for 1 minute. Kiss one shoulder, trace both forearms with your fingertips, then whisper where your hands are going next.","Véndame durante 1 minuto. Besa un hombro, traza ambos antebrazos con las yemas de los dedos, luego susurra adónde irán tus manos.",translated,
lvl3-d-009,dare,3,intimate,true,30 sec,,,"Take my fingers into your mouth slowly, one at a time, eyes on mine the whole time.","Lleva mis dedos a tu boca despacio, uno a la vez, con tus ojos en los míos todo el tiempo.",translated,
lvl3-d-010,dare,3,intimate,true,1 min,scarf,Keep any tie loose enough to slip out of instantly. Stop the moment anyone says stop.,Tie my wrists loosely with a scarf or tie. Tease me for 1 minute while I'm 'restrained'.,Átame las muñecas sin apretar con un pañuelo o corbata. Provócame durante 1 minuto mientras estoy «atado».,translated,
lvl3-d-015,dare,3,intimate,true,1 min,,,Give me a 'preview' of what you want to do later—using only your body language and sounds.,"Dame un «adelanto» de lo que quieres hacer más tarde, usando solo tu lenguaje corporal y tus sonidos.",translated,
lvl3-c-001,challenge,3,intimate,true,1 min,,,"Red Light, Green Light: Touch me however you want. I'll say 'red' to freeze you, 'green' to continue. 5 rounds minimum.","Luz roja, luz verde: Tócame como quieras. Diré «rojo» para congelarte, «verde» para continuar. Mínimo 5 rondas.",translated,
lvl3-c-003,challenge,3,playful,true,1 min,dice,,Strip Dice: Roll a die. That's how many items of clothing you remove. Then I roll for you. Continue until someone is naked.,Dados de strip: Lanza un dado. Esa es la cantidad de prendas que te quitas. Luego yo lanzo por ti. Sigan hasta que alguien quede desnudo.,translated,
lvl3-c-004,challenge,3,intimate,true,1 min,,,"Mirror Game: Whatever I do to you, you copy back on me. We escalate until someone can't take it anymore.","Juego del espejo: Lo que sea que te haga, me lo copias a mí. Subimos el nivel hasta que alguien no aguante más.",translated,
lvl3-c-006,challenge,3,intimate,true,1 min,,,Alphabet Tease: Trace letters on the back of my neck with one fingertip. I guess the word. Winner gives one command.,Provocación del alfabeto: Traza letras en la parte de atrás de mi cuello con la yema de un dedo. Yo adivino la palabra. El ganador da una orden.,translated,
lvl3-c-009,challenge,3,playful,true,1 min,,,"Dirty 20 Questions: I'm thinking of something I want you to do to me. You get 20 yes/no questions; wrong guess means you ask for a clue, not a demand.","20 preguntas sucias: Pienso en algo que quiero que me hagas. Tienes 20 preguntas de sí o no; un fallo significa que pides una pista, no una exigencia.",translated,
lvl3-c-014,challenge,3,playful,true,1 min,,,Simon Says - Dirty Edition: 'Simon says touch yourself.' 'Simon says kiss my neck.' Move without Simon says? Lose clothing.,Simón dice - edición sucia: «Simón dice tócate». «Simón dice besa mi cuello». ¿Te mueves sin Simón dice? Pierdes una prenda.,translated,
lvl3-fn-001,fantasy,3,intimate,true,N/A,,,Describe a scenario where we're in a secluded spot in the countryside. What do we do?,Describe un escenario donde estamos en un lugar apartado del campo. ¿Qué hacemos?,translated,
lvl3-fn-002,fantasy,3,playful,true,N/A,,,Pretend we're strangers who meet at a salsa club in Cali. The chemistry is instant. Act out our first encounter.,Imagina que somos desconocidos que se conocen en un club de salsa en Cali. La química es instantánea. Actúa nuestro primer encuentro.,translated,
lvl3-fn-003,fantasy,3,intimate,true,N/A,,,Imagine we're in a hotel room with a view of the city. Describe how you'd take me against the window.,Imagina que estamos en una habitación de hotel con vista a la ciudad. Describe cómo me tomarías contra la ventana.,translated,
lvl3-fn-005,fantasy,3,intimate,true,N/A,,,"Pretend we're at a friend's party and sneak away to a bathroom or closet. Quick, quiet, intense.","Imagina que estamos en una fiesta de un amigo y nos escapamos a un baño o un armario. Rápido, callado, intenso.",translated,
lvl3-fn-006,fantasy,3,intimate,true,N/A,,,Describe a rainy afternoon where we're stuck inside with nothing to do but each other.,Describe una tarde lluviosa donde estamos encerrados sin nada que hacer salvo el uno al otro.,translated,
lvl3-fn-007,fantasy,3,intimate,true,N/A,,,Imagine we're on a boat in the Caribbean. The sun is setting. What happens next?,Imagina que estamos en un barco en el Caribe. El sol se está poniendo. ¿Qué pasa después?,translated,
lvl3-fn-008,fantasy,3,intimate,true,N/A,,,Describe a scenario where I'm wearing something that drives you crazy and you can't keep your hands off me.,Describe un escenario donde llevo puesto algo que te vuelve loco y no puedes quitarme las manos de encima.,translated,
lvl3-rp-001,roleplay,3,intimate,true,1 min,,,Boss and Employee: I'm here for my performance review. What exactly am I being graded on? Show me.,Jefe y empleado: Vengo a mi evaluación de desempeño. ¿En qué exactamente me estás calificando? Muéstrame.,translated,
lvl3-rp-002,roleplay,3,intimate,true,1 min,,,Doctor and Patient: Give me a very thorough examination. Check everything. Don't miss a spot.,Doctor y paciente: Hazme un examen muy minucioso. Revisa todo. No te saltes ni un punto.,translated,
lvl3-rp-003,roleplay,3,physical,true,1 min,,,Personal Trainer: Put me through an intense workout session. Get me sweating. Use your hands to 'adjust' my form.,Entrenador personal: Ponme una sesión de ejercicio intensa. Hazme sudar. Usa tus manos para «ajustar» mi forma.,translated,
lvl3-d-016,dare,3,intimate,true,1 min,,,"Underwear Dare: Choose lingerie, panties, a bra, or underwear from the drawer or imagination. Present it and say how you would style it on me.","Reto de ropa interior: Elige lencería, pantaletas, un sostén o ropa interior, del cajón o de la imaginación. Preséntala y di cómo la lucirías en mí.",translated,
lvl3-d-017,dare,3,intimate,true,1 min,makeup,,"Makeup Mirror: Let me put lipstick, eyeliner, or blush on you. Hold eye contact while I do it, then give me your best pose.","Espejo de maquillaje: Déjame ponerte labial, delineador o rubor. Mantén el contacto visual mientras lo hago, luego dame tu mejor pose.",translated,
lvl3-c-016,challenge,3,playful,true,1 min,clothing,,"Clothes Swap: Trade one visible clothing item. Then each of you names the lingerie, panties, or bra you would add to finish the look.","Cambio de ropa: Intercambien una prenda visible. Luego cada uno nombra la lencería, pantaletas o sostén que añadiría para completar el look.",translated,
lvl3-d-018,dare,3,intimate,true,1 min,,,"Owned Outfit: Your partner picks one item or accessory that makes you look submissive, pretty, bold, or ridiculous. Wear it for 1 minute.","Conjunto asignado: Tu pareja elige una prenda o accesorio que te haga ver sumiso, bonito, audaz o ridículo. Llévalo durante 1 minuto.",translated,
lvl3-d-019,dare,3,intimate,true,1 min,,,"Inspection: After your partner dresses you, stand still while they inspect every detail and make any adjustments they want.","Inspección: Después de que tu pareja te vista, quédate quieto mientras inspecciona cada detalle y hace los ajustes que quiera.",translated,
lvl3-c-017,challenge,3,intimate,true,1 min,makeup,Keep anything at the neck loose and decorative—never restricting. Remove immediately on request.,"Partner's Doll: For 1 minute I control your look—collar, hair, one accessory, pose. Hold the final pose like art.","Muñeco de tu pareja: Durante 1 minuto controlo tu look: collar, cabello, un accesorio, pose. Mantén la pose final como una obra de arte.",translated,
lvl3-c-018,challenge,3,intimate,true,1 min,lingerie,,"Underwear Modeling: Choose clean lingerie, panties, a bra, or underwear. Hold it against your outfit or model it over clothing for 1 minute.","Modelaje de ropa interior: Elige lencería, pantaletas, un sostén o ropa interior limpia. Sostenla contra tu conjunto o modélala sobre la ropa durante 1 minuto.",translated,
lvl3-rp-008,roleplay,3,intimate,true,1 min,makeup,,"Makeover Command: Your partner chooses one clothing detail, one makeup touch, one name, and one pose for your 1-minute transformation.","Orden de cambio de look: Tu pareja elige un detalle de ropa, un toque de maquillaje, un nombre y una pose para tu transformación de 1 minuto.",translated,
lvl3-rp-009,roleplay,3,intimate,true,1 min,,,Laundry Thief: You got caught borrowing your partner's clothes. They choose one item you keep on and one pose you hold for 30 seconds.,Ladrón de ropa: Te atraparon tomando prestada la ropa de tu pareja. Ellos eligen una prenda que conservas puesta y una pose que sostienes durante 30 segundos.,translated,
lvl3-qk-001,dare,3,intimate,true,1 min,blindfold,Power play is by mutual agreement—either of you can pause or stop the scene at any time.,"Blindfold me. Touch me three times—fabric, fingertip, breath. I guess each one. Winner gives one within-limits command.","Véndame. Tócame tres veces —tela, yema del dedo, aliento. Yo adivino cada una. El ganador da una orden dentro de los límites.",translated,
lvl3-qk-002,roleplay,3,playful,true,1 min,phone,,"Photographer and Model: Direct my pose for a portrait—chin, shoulders, gaze. Take exactly one photo, for our eyes only.","Fotógrafo y modelo: Dirige mi pose para un retrato —barbilla, hombros, mirada. Toma exactamente una foto, solo para nosotros.",translated,
lvl3-qk-003,dare,3,intimate,true,30 sec,ice,,"Ice cube between your fingers: trace my jaw, my throat, my collarbone. Stop the second it melts.","Cubo de hielo entre tus dedos: recorre mi mandíbula, mi garganta, mi clavícula. Para en cuanto se derrita.",translated,
lvl3-qk-004,roleplay,3,playful,true,1 min,,,"Royalty and Servant: I'm royalty for 1 minute. Address me properly, adjust my cushion, offer your arm. Excellence is expected.","Realeza y sirviente: Soy realeza durante 1 minuto. Diríjete a mí como corresponde, ajusta mi cojín, ofréceme tu brazo. Se espera excelencia.",translated,
lvl3-qk-005,roleplay,3,playful,true,1 min,,,Strangers: We just met. Give me your best opening line and your worst one. I pick which earns a kiss on the cheek.,Desconocidos: Nos acabamos de conocer. Dame tu mejor frase de apertura y la peor. Yo elijo cuál gana un beso en la mejilla.,translated,
lvl3-qk-006,dare,3,intimate,true,1 min,heels,,Heels on—yours or mine to hand over like a ceremony. One slow lap of the room in them.,"Tacones puestos —los tuyos, o los míos para pasártelos como una ceremonia. Una vuelta lenta a la habitación con ellos.",translated,
lvl3-qk-007,dare,3,intimate,true,30 sec,feather,,Feather or fingertip: draw one slow line from my ankle to my knee. Announce where you're going before you start.,Pluma o yema del dedo: dibuja una línea lenta desde mi tobillo hasta mi rodilla. Anuncia adónde vas antes de empezar.,translated,
lvl3-qk-008,dare,3,intimate,true,1 min,lingerie,,"Show me the lingerie, panties, bra, or underwear you'd most want me in. Describe the reveal without acting it out.","Muéstrame la lencería, pantaletas, sostén o ropa interior en la que más querrías verme. Describe la revelación sin actuarla.",translated,
lvl3-qk-009,roleplay,3,playful,true,30 sec,,,"Teacher or student, boss or assistant, artist or muse—pick the pair, pick your side, and deliver the first line of the scene.","Profesor o alumno, jefe o asistente, artista o musa: elige la pareja, elige tu lado y suelta la primera frase de la escena.",translated,
lvl3-qk-010,roleplay,3,intimate,true,1 min,,,"Vampire and Prey: one slow circle around me, one whispered threat, one kiss on the neck. Fangs optional.","Vampiro y presa: un círculo lento a mi alrededor, una amenaza susurrada, un beso en el cuello. Colmillos opcionales.",translated,
lvl4-t-001,truth,4,intimate,true,N/A,,,What BDSM or kink activity have you always been curious about but never tried?,¿Qué actividad de BDSM o kink siempre te ha dado curiosidad pero nunca has probado?,translated,
lvl4-t-002,truth,4,communication,true,N/A,,,"Do you tend toward being dominant, submissive, or a switch? Explain what that means to you.","¿Tiendes a ser dominante, sumiso o switch? Explica qué significa eso para ti.",translated,
lvl4-t-006,truth,4,intimate,true,N/A,,,Would you want to be blindfolded and completely at my mercy? What would excite and scare you about that?,¿Querrías estar vendado y por completo a mi merced? ¿Qué te excitaría y qué te asustaría de eso?,translated,
lvl4-t-010,truth,4,intimate,true,N/A,,Never leave a restrained person alone. Keep safety shears nearby. Check circulation.,Would you want to be tied up or restrained? How and for how long?,¿Querrías estar atado o inmovilizado? ¿Cómo y por cuánto tiempo?,translated,
lvl4-t-012,truth,4,intimate,true,N/A,,,How do you feel about being watched while you pose for me? Or watching me pose for you?,¿Qué sientes al ser observado mientras posas para mí? ¿O al mirarme posar para ti?,translated,
lvl4-t-014,truth,4,intimate,true,N/A,,,"Do visible or hidden marks sound exciting to you—hickeys, scratches, bites? Where would feel okay?","¿Te parecen excitantes las marcas visibles u ocultas —chupetones, arañazos, mordidas? ¿Dónde estaría bien?",translated,
lvl4-t-015,truth,4,intimate,true,N/A,,,"Describe an ideal short dominant/submissive exchange. Who leads, and what is the first command?","Describe un intercambio dominante/sumiso corto ideal. ¿Quién dirige, y cuál es la primera orden?",translated,
lvl4-d-001,dare,4,intimate,true,1 min,scarf,Use quick-release knots or safety clips. Never leave restrained partner unattended. Check circulation frequently.,"Tie my wrists loosely with a soft scarf—loose enough to slip. For 1 minute, tease me with only fingertips and your voice.","Átame las muñecas sin apretar con un pañuelo suave, lo bastante flojo para soltarse. Durante 1 minuto, provócame solo con las yemas de los dedos y tu voz.",translated,
lvl4-d-002,dare,4,physical,true,1 min,blindfold,Blindfolded person should feel safe to speak up. Keep play area clear of hazards.,"Blindfold me for 1 minute. Use three sensations in order: fingertip along my collarbone, soft fabric across my forearm, and warm breath near my ear. I guess each one.","Véndame durante 1 minuto. Usa tres sensaciones en orden: la yema de un dedo por mi clavícula, tela suave por mi antebrazo y aliento cálido cerca de mi oído. Yo adivino cada una.",translated,
lvl4-d-003,dare,4,physical,true,1 min,paddle,"One symbolic tap only, over clothing. Avoid joints, spine, kidneys, neck, and any area not clearly agreed.","Place the paddle in my hands. Take it back slowly, then give one featherlight tap over clothing if we both agree.","Pon la pala en mis manos. Recupérala despacio, luego da un solo golpecito suavísimo sobre la ropa si ambos estamos de acuerdo.",translated,
lvl4-d-006,dare,4,physical,true,30 sec,ice,Ice can cause numbness. Limit exposure to 30 seconds per area. Warm up between applications.,"Trace an ice cube along my collarbone and down my spine, chasing the chill with warm breath.","Recorre un cubo de hielo por mi clavícula y bajando por mi columna, persiguiendo el frío con aliento cálido.",translated,
lvl4-d-008,dare,4,intimate,true,1 min,,"Hair pulling should grab hair close to scalp, not ends. Avoid neck strain.","Stand behind me, gather my hair close to the scalp, and guide my chin up with one gentle tug while you praise the view.","Ponte detrás de mí, junta mi cabello cerca del cuero cabelludo y guía mi barbilla hacia arriba con un tirón suave mientras elogias la vista.",translated,
lvl4-d-009,dare,4,intimate,true,10 sec,,"Wall holds are symbolic only. Keep pressure light, avoid the neck, and stop immediately on request.","Put one hand flat on my chest, back me gently against the nearest wall, and hold me there with your eyes for ten seconds.","Pon una mano plana sobre mi pecho, recárgame con suavidad contra la pared más cercana y sostenme ahí con tu mirada durante diez segundos.",translated,
lvl4-d-010,dare,4,physical,true,30 sec,,Biting should not break skin. Avoid areas near major blood vessels.,"Bite me—neck, shoulders, chest. Leave marks. Claim me as yours.","Muérdeme: cuello, hombros, pecho. Deja marcas. Reclámame como tuyo.",translated,
lvl4-d-012,dare,4,intimate,true,1 min,collar;leash,"Collars stay loose and decorative. Hold the leash with slack, never pull the neck, and remove immediately on request.","Put a collar on me, clip the leash if we have one, and lead me exactly three gentle steps. No pulling—just presence.","Ponme un collar, engancha la correa si tenemos una y guíame exactamente tres pasos suaves. Sin jalar, solo presencia.",translated,
lvl4-d-013,dare,4,physical,true,1 min,candle,"Candle is atmosphere only. Keep flame away from skin, hair, fabric, and props.","Candlelight Inspection: Light a candle for atmosphere, dim the lights, and examine me slowly by flame-light—narrating what deserves attention.","Inspección a la luz de las velas: Enciende una vela para dar ambiente, baja las luces y examíname despacio a la luz de la llama, narrando qué merece atención.",translated,
lvl4-c-001,challenge,4,intimate,true,1 min,,Power play is by mutual agreement. Stay within stated limits and pause immediately on request.,"Power Exchange: For 1 minute, one of us makes every small decision—posture, where to sit, who may speak. Obey within limits.","Intercambio de poder: Durante 1 minuto, uno de los dos toma cada pequeña decisión —postura, dónde sentarse, quién puede hablar. Obedece dentro de los límites.",translated,
lvl4-c-005,challenge,4,physical,true,1 min,paddle,This is negotiation and presentation only. Do not escalate to real impact during the game.,"Paddle Ceremony: One partner presents the paddle. The other names one rule for if it is ever used, then sets it aside.","Ceremonia de la pala: Un miembro presenta la pala. El otro nombra una regla para si alguna vez se usa, luego la deja a un lado.",translated,
lvl4-c-006,challenge,4,intimate,true,30 sec,scarf,Keep safety shears nearby. Check circulation frequently. Never leave alone.,Restraint-Lite: Tie my wrists together in front with a soft scarf. Admire your work for 30 seconds. Then free me like a gift.,Atadura ligera: Átame las muñecas juntas por delante con un pañuelo suave. Admira tu obra durante 30 segundos. Luego libérame como un regalo.,translated,
lvl4-c-007,challenge,4,physical,true,1 min,ice,Monitor skin reactions. Stop if skin becomes too red or numb.,"Temperature Play: Alternate ice and warm palms across my neck, arms, and back for 1 minute. Narrate what you feel.","Juego de temperatura: Alterna hielo y palmas cálidas por mi cuello, brazos y espalda durante 1 minuto. Narra lo que sientes.",translated,
lvl4-c-013,challenge,4,intimate,true,1 min,,Service play stays symbolic and non-sexual in the game. Either partner can pause or redirect.,"Service Submission: For 1 minute, serve me by fixing my outfit, pouring a drink, or kneeling beside me if you choose.","Sumisión de servicio: Durante 1 minuto, sírveme arreglando mi conjunto, sirviendo una bebida o arrodillándote a mi lado si lo eliges.",translated,
lvl4-c-014,challenge,4,intimate,true,1 min,blindfold,"Keep objects clean, soft, and room temperature. Avoid startling, pain, or anything not agreed.","Mystery Touch: Blindfold me for 1 minute. Touch my forearm or shoulder once with one object or one body part. I guess what touched me; wrong guess means I remove one clothing item, right guess means you remove one.","Toque misterioso: Véndame los ojos durante 1 minuto. Toca mi antebrazo o mi hombro una vez con un objeto o una parte del cuerpo. Yo adivino qué me tocó; si fallo, me quito una prenda, y si acierto, te la quitas tú.",translated,
lvl4-c-015,challenge,4,emotional,true,1 min,,,"Aftercare Ritual: Create a specific aftercare routine for intense play—cuddling, snacks, gentle words. Practice it now.","Ritual de cuidado posterior: Crea una rutina de cuidado posterior específica para el juego intenso: mimos, bocadillos, palabras dulces. Practíquenla ahora.",translated,
lvl4-fn-005,fantasy,4,intimate,true,N/A,,,Imagine I belong to you completely for one scene. What three rules do you set first?,Imagina que te pertenezco por completo durante una escena. ¿Qué tres reglas estableces primero?,translated,
lvl4-rp-003,roleplay,4,playful,true,1 min,,,Teacher and Student: I need extra credit. You have very creative requirements. I must earn my grade.,Profesor y alumno: Necesito puntos extra. Tú tienes requisitos muy creativos. Debo ganarme mi calificación.,translated,
lvl4-rp-004,roleplay,4,intimate,true,1 min,,,Royal and Servant: You exist to serve my every desire. You will not speak unless spoken to. Obey immediately.,Realeza y sirviente: Existes para servir cada uno de mis deseos. No hablarás a menos que se te hable. Obedece de inmediato.,translated,
lvl4-rp-006,roleplay,4,playful,true,1 min,,,Casting Director and Actor: I need this part. You have very specific requirements. What do I have to do to get the role?,Director de casting y actor: Necesito este papel. Tú tienes requisitos muy específicos. ¿Qué tengo que hacer para conseguirlo?,translated,
lvl4-t-003,truth,4,intimate,true,N/A,,,Describe a specific power exchange scenario that sounds interesting. Who has control?,Describe un escenario específico de intercambio de poder que te parezca interesante. ¿Quién tiene el control?,translated,
lvl4-t-004,truth,4,intimate,true,N/A,,,What trust-based activity sounds exciting only with clear consent and limits?,¿Qué actividad basada en la confianza suena excitante solo con consentimiento y límites claros?,translated,
lvl4-t-005,truth,4,communication,true,N/A,,,"How do you feel about consensual roughness—hair pulling, spanking, pinning? What's your limit?","¿Qué sientes sobre la rudeza consentida —jalar el cabello, nalgadas, inmovilizar? ¿Cuál es tu límite?",translated,
